id,full_name,credit_sco,gender,age,occupation,balance,monthly_ir,origin_province,tenure_ye,married,nums_card,nums_service,active_member,last_transaction_month,customer_segment,engagement_score,loyalty_level,digital_behavior,risk_score,risk_segment,cluster_group,exit
65793,Lê Gia Lan,682,0,31,0,19267133,59000000,5,0,1,3,1,1,36872786,0,59,0,0,0.1681,0,1,0
40213,Phạm Anh Ngọc,655,0,63,3,7110599,9000000,7,0,1,3,4,1,15012715,2,79,0,0,0.2517,0,1,1
69137,Mai Thanh Xuân,800,0,42,0,76283082,119000000,5,0,1,2,8,1,142637116,3,88,0,0,0.046,0,3,0
31962,Hoàng Thị Vũ,730,1,36,9,50708272,79000000,5,0,1,1,3,1,90472059,3,66,0,0,0.1135,0,1,0
9433,Hoàng Thanh Hưng,703,1,48,4,38287956,37000000,5,2,1,4,3,0,0,0,23,0,1,0.2479,0,2,0
25584,Lê Kim Hương,603,0,75,2,43543724,20000000,5,1,1,5,4,0,0,1,30,0,1,0.3648,0,1,1
48941,Lê Trần Tú,644,1,63,6,34823481,15000000,3,1,1,1,2,0,0,1,10,0,1,0.3615,0,1,0
28549,Lê Anh Ánh,787,0,32,9,53175764,82000000,2,3,1,2,8,0,0,3,36,2,1,0.1554,0,4,0
70791,Hoàng Hữu Xuân,606,0,43,2,12816142,7000000,5,4,2,1,3,0,0,2,14,0,1,0.4151,1,2,0
3904,Trần Minh Thảo,701,0,85,5,91023294,37000000,8,2,1,2,8,1,120215392,0,91,2,0,0.0699,0,3,0
13214,Hoàng Xuân Anh,695,1,36,4,13823492,15000000,4,1,1,2,3,0,0,1,17,0,1,0.3091,0,1,1
36750,Lê Quang Hồng,720,0,59,1,68943274,21000000,5,1,1,1,4,0,0,1,18,0,1,0.2603,0,1,0
50931,Đặng Ngọc Tú,700,1,27,9,66674959,125000000,5,1,0,4,5,0,0,3,31,0,1,0.1902,0,4,0
64005,Lê Kim Quang,695,1,55,1,59655246,31000000,8,2,1,2,6,0,0,1,28,0,1,0.222,0,2,0
62674,Hoàng Gia Trọng,716,1,65,5,30600189,44000000,8,0,1,4,6,0,0,0,34,0,1,0.1991,0,1,0
77145,Nguyễn Xuân Châu,705,1,60,0,142491629,123000000,1,2,0,4,5,0,0,3,31,0,1,0.181,0,4,0
22694,Dương Văn Duyên,597,0,41,2,14133221,19000000,7,1,1,1,5,0,0,1,22,0,1,0.3739,0,1,1
77285,Phạm Thị Anh,648,1,29,3,23649097,27000000,5,0,1,2,3,1,77053248,1,72,0,0,0.2207,0,1,0
60120,Vũ Gia Trung,715,1,49,5,38021133,62000000,3,0,2,4,8,1,156968400,3,97,0,0,0.0544,0,3,0
13324,Mai Ngọc Yến,666,0,35,3,9722125,30000000,5,0,1,3,4,1,12955049,1,68,0,0,0.1949,0,1,0
36224,Bùi Xuân Dương,702,0,45,3,44415124,24000000,7,2,1,2,1,0,0,1,10,0,1,0.2971,0,2,0
34689,Đặng Hoàng Tú,657,1,33,1,41345379,28000000,5,2,0,2,3,0,0,1,17,0,1,0.3079,0,2,0
17334,Trần Hoàng Ánh,710,0,28,5,60562214,34000000,5,3,1,2,4,0,0,1,21,0,1,0.2358,0,2,0
27928,Nguyễn Hữu Ánh,559,0,61,2,22856613,9000000,4,2,1,3,4,0,0,2,24,0,1,0.4386,1,2,0
48755,Vũ Kim Vân,681,0,48,9,55783610,47000000,1,0,1,3,5,1,20230993,0,72,0,0,0.1123,0,1,0
55759,Bùi Kim Chi,623,0,49,5,31435323,43000000,5,2,1,1,6,0,0,0,26,0,1,0.2777,0,2,0
56147,Hoàng Thu Thành,624,1,86,1,44252213,24000000,1,1,1,2,1,0,0,1,10,0,1,0.3731,0,1,0
16719,Trần Trần Khoa,628,1,45,2,41092721,18000000,6,0,1,4,5,1,12343413,1,78,0,0,0.227,0,1,1
49730,Bùi Đức Vân,661,0,75,6,41597328,13000000,4,1,1,3,7,1,11235476,2,84,2,0,0.1789,0,1,0
43650,Mai Trần Khoa,674,1,71,5,380821093,62000000,2,4,1,3,8,0,0,3,39,2,1,0.1576,0,4,0
11681,Vũ Hữu Dũng,618,1,65,8,4187204,7000000,5,0,1,2,3,1,18201534,2,72,0,0,0.3116,0,1,0
28657,Vũ Đức Hồng,632,0,63,3,13088809,16000000,7,1,1,3,2,0,0,1,16,0,1,0.3833,0,1,1
12072,Phạm Đức Hồng,654,0,66,4,44863401,29000000,1,3,1,3,3,0,0,1,20,0,1,0.3079,0,2,1
26938,Vũ Ngọc Mai,644,0,84,0,274763888,101000000,5,0,1,5,7,1,68925652,3,88,0,0,0.0991,0,4,0
23995,Vũ Đức Trung,793,1,43,7,29733533,17000000,5,4,1,3,1,0,0,1,13,0,1,0.3159,0,2,0
52998,Dương Trần Mai,722,0,65,1,34740086,14000000,4,0,0,1,6,0,0,2,26,0,1,0.2575,0,1,0
65064,Vũ Anh Trung,712,1,39,9,63923090,71000000,5,0,2,2,5,1,5547892,3,66,0,0,0.0857,0,1,0
9623,Hoàng Thị Trọng,662,1,30,4,21914931,26000000,5,2,1,1,3,0,0,1,14,0,1,0.3146,0,2,1
3325,Dương Thu Anh,665,1,60,7,109922039,24000000,5,3,1,5,4,1,52358161,1,85,1,0,0.1786,0,2,0
76421,Mai Xuân Anh,706,1,34,4,14986437,15000000,3,3,1,4,6,0,0,1,34,0,1,0.2657,0,2,0
5340,Hoàng Đức Mai,633,0,42,2,18042365,14000000,8,1,0,4,6,0,0,2,34,0,1,0.3324,0,1,0
79681,Lê Thu Hưng,727,1,51,0,114496350,81000000,5,2,1,2,3,0,0,3,17,0,1,0.2086,0,4,0
32779,Trần Hoàng Duyên,692,0,64,6,41112777,14000000,5,3,1,4,1,0,0,2,16,0,1,0.326,0,2,0
29062,Đặng Thị Minh,671,1,58,4,35791109,13000000,6,1,1,2,6,0,0,2,28,0,1,0.2882,0,1,0
62249,Phạm Thu Ánh,757,0,28,9,62358682,79000000,0,2,1,5,7,0,0,3,41,2,1,0.166,0,4,0
39243,Đặng Ngọc Chi,769,0,37,0,61575987,95000000,6,0,0,3,5,1,44083227,3,72,0,0,0.0861,0,4,0
39252,Bùi Minh Hồng,636,0,36,0,25355574,52000000,4,0,1,3,8,1,20599103,0,83,0,0,0.1233,0,1,0
66849,Trần Kim Hồng,686,0,30,0,71549641,62000000,5,3,1,2,8,0,0,3,36,2,1,0.1658,0,4,0
2812,Vũ Thu Trung,719,1,37,7,40825852,19000000,2,4,1,2,6,0,0,1,28,0,1,0.2456,0,2,0
13798,Lê Kim Yến,609,0,47,2,19947930,14000000,2,3,1,3,1,0,0,2,13,0,1,0.4177,1,2,0
15058,Trần Văn Tùng,662,1,35,8,19809990,8000000,8,4,1,1,2,0,0,2,10,0,1,0.3643,0,2,0
71528,Hoàng Gia Trung,664,1,63,2,16688429,12000000,5,1,1,1,1,0,0,2,7,0,1,0.3689,0,1,0
42119,Mai Minh Yến,718,0,47,5,183653418,50000000,5,4,1,2,4,0,0,0,21,0,1,0.1904,0,2,0
53307,Đặng Thị Thảo,674,0,47,5,50109159,48000000,3,1,1,4,5,0,0,0,31,0,1,0.2236,0,1,0
68700,Hoàng Xuân Ánh,761,0,47,4,80403334,41000000,8,1,1,5,1,0,0,0,19,0,1,0.2559,0,1,0
7376,Vũ Thanh Ánh,682,0,68,2,40401027,18000000,8,3,1,1,1,0,0,1,7,0,1,0.3282,0,2,0
63358,Lê Xuân Hồng,685,0,58,7,80181128,22000000,8,3,2,5,3,0,0,1,26,0,1,0.2839,0,2,0
45675,Trần Xuân Vi,785,0,38,0,157660045,130000000,6,4,0,2,7,0,0,3,32,0,1,0.1548,0,4,0
50589,Vũ Xuân Quang,641,1,34,1,36620057,20000000,6,4,1,4,5,0,0,1,31,0,1,0.3164,0,2,0
54680,Phạm Hữu Mai,652,0,29,5,29552070,30000000,0,1,1,1,5,0,0,1,22,0,1,0.288,0,1,0
56543,Vũ Kim Tú,780,1,48,9,631132752,112000000,5,4,1,5,3,0,0,3,26,0,1,0.1881,0,4,0
62537,Dương Trần Thành,624,1,53,4,46359387,36000000,1,2,1,3,4,0,0,0,24,0,1,0.3111,0,2,0
28378,Trần Hữu Lan,787,0,34,9,440129865,102000000,5,3,0,5,6,0,0,3,38,2,1,0.1549,0,4,0
3233,Lê Ngọc Thành,759,1,28,5,36525435,46000000,5,1,1,4,2,1,19502140,0,64,2,0,0.1379,0,1,0
37021,Lê Văn Lan,632,0,31,3,32813095,11000000,5,3,1,1,1,0,0,2,7,0,1,0.3947,0,2,0
12678,Dương Thu Linh,792,0,90,9,166409060,77000000,1,0,0,3,8,1,96010897,3,91,0,0,0.0366,0,3,0
67196,Đặng Minh Anh,762,1,58,5,146394629,54000000,0,2,1,1,2,0,0,0,10,0,1,0.2182,0,2,0
68069,Phạm Quang Anh,679,1,23,1,15592015,14000000,7,4,0,4,2,0,0,2,20,0,1,0.3382,0,2,0
59967,Phạm Anh Hưng,668,1,24,8,2469749,4000000,4,3,0,1,1,0,0,2,7,0,1,0.4039,1,2,1
64062,Dương Hữu Tùng,668,1,58,1,16708847,27000000,8,0,3,2,3,0,0,1,17,0,1,0.3099,0,1,0
2077,Dương Thu Chi,619,0,52,7,10727564,21000000,5,1,2,4,6,0,0,1,34,0,1,0.3387,0,1,0
76901,Đặng Trần Vân,685,0,62,2,6196814,8000000,4,1,3,3,2,0,0,2,16,0,1,0.3553,0,1,0
15139,Mai Xuân Yến,662,0,66,2,29882429,20000000,5,3,1,1,1,0,0,1,7,0,1,0.3478,0,2,0
26912,Dương Thu Ngọc,714,0,60,4,63581444,39000000,8,1,3,2,8,1,63513795,0,91,2,0,0.0702,0,1,0
70212,Vũ Minh Mai,635,0,85,2,77636090,9000000,8,3,0,1,2,0,0,1,10,0,1,0.3728,0,2,1
69487,Vũ Thị Vân,620,0,46,7,17683675,14000000,5,3,0,5,2,0,0,2,22,0,1,0.3957,0,2,1
73779,Dương Thu Chi,700,0,46,1,32355042,18000000,8,3,0,2,3,0,0,1,17,0,1,0.2879,0,2,0
21544,Dương Văn Hoàng,763,1,43,9,221636802,107000000,4,3,1,5,5,1,44388162,3,78,1,0,0.0707,0,4,0
43455,Mai Gia Thảo,583,0,50,8,5394207,8000000,6,1,1,3,5,1,2464152,2,71,2,0,0.3165,0,1,0
62095,Hoàng Đức Vũ,743,1,40,5,45194374,66000000,5,0,1,5,8,1,105707436,3,100,0,0,0.0524,0,3,0
35156,Phạm Thanh Lan,733,0,33,7,38527655,22000000,5,3,0,2,3,0,0,1,17,0,1,0.2778,0,2,1
37962,Bùi Kim Lan,688,0,34,6,11957938,8000000,5,0,1,5,3,0,0,2,26,0,1,0.3319,0,1,0
12359,Nguyễn Thị Trung,594,1,38,6,6554061,13000000,5,0,0,3,4,0,0,2,24,0,1,0.4107,1,1,1
40373,Vũ Minh Hoàng,708,1,47,0,94178016,91000000,6,3,0,4,5,0,0,3,31,0,1,0.186,0,4,0
7041,Lê Anh Duyên,644,0,56,3,44252975,18000000,5,1,1,2,2,0,0,1,14,0,1,0.3526,0,1,0
15136,Đặng Hoàng Quang,690,1,34,3,31907108,35000000,5,1,1,3,5,0,0,0,28,0,1,0.2391,0,1,0
6775,Nguyễn Thanh Hương,735,0,58,8,40460880,14000000,5,4,1,1,3,1,8150778,2,60,1,0,0.1882,0,2,0
42442,Mai Quang Thành,719,1,52,9,86685285,94000000,5,1,1,5,3,1,127478455,3,80,2,0,0.107,0,3,0
17757,Đặng Hoàng Vân,741,0,40,9,43187085,104000000,8,0,0,5,5,1,103882816,3,84,0,0,0.0904,0,3,0
51410,Đặng Thu Nam,619,1,55,2,25763658,14000000,5,0,1,2,7,1,4926849,2,76,0,0,0.2246,0,1,0
37053,Hoàng Văn Mai,706,0,57,1,51584967,25000000,8,4,1,3,2,0,0,1,16,0,1,0.2808,0,2,0
61916,Vũ Anh Ngọc,669,0,71,8,26101656,11000000,1,3,0,3,1,0,0,2,13,0,1,0.3605,0,2,0
45436,Bùi Xuân Anh,669,1,31,6,32265155,13000000,6,2,1,3,3,0,0,2,20,0,1,0.3289,0,2,0
168,Nguyễn Trần Anh,681,1,42,5,115312065,59000000,5,2,1,2,3,0,0,0,17,0,1,0.2276,0,2,0
16638,Lê Anh Ánh,615,0,58,1,8460125,21000000,1,1,1,3,2,0,0,1,16,0,1,0.3956,0,1,0
11933,Vũ Ngọc Bảo,620,1,28,0,80723734,69000000,5,4,1,3,2,0,0,3,16,0,1,0.3054,0,2,0
10707,Bùi Hoàng Mai,621,0,53,6,17164024,10000000,2,2,1,2,1,0,0,2,10,0,1,0.4155,1,2,1
19627,Đặng Xuân Phúc,771,1,27,5,16769692,40000000,5,0,1,3,4,1,52095284,0,77,0,0,0.1343,0,1,0
79457,Trần Thu Khoa,722,1,49,9,173254346,116000000,5,2,1,4,4,0,0,3,27,0,1,0.1911,0,4,0
1587,Lê Thu Vi,680,0,46,3,28601990,22000000,5,3,1,2,1,0,0,1,10,0,1,0.3264,0,2,0
44935,Bùi Văn Vi,680,0,31,3,6325646,23000000,2,3,1,4,1,0,0,1,16,0,1,0.3426,0,2,0
18369,Đặng Thanh Hoàng,589,1,56,6,15086770,9000000,2,3,1,1,1,0,0,2,7,0,1,0.4511,1,2,0
67831,Trần Ngọc Trọng,702,1,49,9,53845004,62000000,1,3,1,3,6,0,0,3,31,0,1,0.1802,0,2,0
30013,Mai Thị Thảo,767,0,30,9,58091292,89000000,1,3,0,1,8,0,0,3,33,0,1,0.1543,0,4,0
18497,Lê Thu Yến,722,0,51,0,133060886,112000000,5,1,1,3,2,1,219863655,3,72,2,0,0.1143,0,3,0
34781,Đặng Hữu Nhiên,791,1,35,9,59282448,95000000,5,1,1,3,4,0,0,3,24,0,1,0.2041,0,4,0
24880,Bùi Hữu Nam,634,1,60,2,45709842,19000000,5,3,1,1,1,0,0,1,7,0,1,0.3727,0,2,0
69712,Lê Kim Ngọc,718,0,50,8,4171031,6000000,5,2,1,3,1,0,0,2,13,0,1,0.3616,0,2,1
27517,Dương Minh Linh,634,0,90,5,97566607,38000000,5,3,1,4,5,1,74222614,0,86,1,0,0.1706,0,2,0
55937,Vũ Anh Thành,635,1,45,4,45556477,14000000,8,4,1,2,1,0,0,2,10,0,1,0.3818,0,2,1
54030,Nguyễn Trần Duyên,647,0,62,5,70020419,55000000,7,2,1,3,4,0,0,0,24,0,1,0.2551,0,2,0
27114,Phạm Gia Huy,720,1,42,0,280672937,108000000,5,3,1,3,4,0,0,3,24,0,1,0.1853,0,4,0
72450,Phạm Minh Chi,576,0,37,4,11966998,16000000,5,0,1,2,1,0,0,1,10,0,1,0.4529,1,1,1
43754,Dương Trần Dũng,788,1,90,0,196598848,80000000,3,0,1,3,7,1,58247043,3,83,0,0,0.0471,0,4,0
9432,Nguyễn Đức Vân,665,0,40,6,3377993,7000000,6,1,1,1,1,1,6952647,2,57,2,0,0.2921,0,1,1
36141,Mai Xuân Chi,767,0,44,0,275932685,151000000,5,2,1,2,3,0,0,3,17,0,1,0.198,0,4,0
21298,Lê Đức Ngọc,701,0,54,1,67419725,27000000,5,3,1,2,3,0,0,1,17,0,1,0.261,0,2,0
17479,Đặng Kim Dũng,712,1,36,2,2542982,13000000,5,0,0,3,2,1,12188532,2,66,0,0,0.2361,0,1,1
71212,Đặng Anh Châu,665,1,51,4,41143808,20000000,1,1,0,2,2,0,0,1,14,0,1,0.3285,0,1,1
3288,Vũ Thu Bảo,690,1,50,0,481610587,53000000,8,3,1,2,5,0,0,3,25,0,1,0.1763,0,4,0
18034,Bùi Văn Xuân,612,0,47,7,20094989,28000000,5,0,1,2,3,1,6418644,1,60,0,0,0.2566,0,1,0
1748,Lê Kim Tùng,703,1,51,0,139098779,62000000,7,2,1,2,5,0,0,3,25,0,1,0.1813,0,4,0
34119,Nguyễn Quang Quang,670,1,58,3,34270006,40000000,0,1,1,4,5,0,0,0,31,0,1,0.2482,0,1,0
7728,Vũ Gia Ánh,688,0,34,7,35684099,16000000,5,2,0,2,1,0,0,1,10,0,1,0.3277,0,2,1
3383,Đặng Minh Tùng,615,1,76,4,82923313,32000000,4,4,2,1,5,0,0,1,22,0,1,0.3085,0,2,0
74600,Bùi Anh Xuân,670,0,34,4,16620000,26000000,5,0,1,4,6,1,43326386,1,90,0,0,0.1674,0,1,0
64744,Vũ Anh Nhiên,639,1,36,3,20122181,32000000,4,0,0,1,5,1,22635449,1,69,0,0,0.1966,0,1,0
9761,Phạm Thu Quang,649,1,80,4,138723045,40000000,5,2,1,2,1,0,0,0,10,0,1,0.3023,0,2,0
66605,Bùi Văn Hương,681,0,22,3,12108141,36000000,3,1,0,2,5,0,0,0,25,0,1,0.2577,0,1,0
26011,Hoàng Quang Quang,686,1,39,5,65534971,45000000,1,3,1,4,4,0,0,0,27,0,1,0.2269,0,2,0
40185,Lê Trần Duyên,635,0,53,4,17112059,28000000,5,0,1,1,4,1,9251709,1,61,0,0,0.2231,0,1,0
37100,Vũ Thanh Lan,637,0,45,4,22314549,13000000,8,3,1,5,8,0,0,2,45,2,1,0.3029,0,2,0
37667,Đặng Minh Lan,657,0,56,8,11608510,7000000,3,2,2,4,4,0,0,2,27,0,1,0.3528,0,2,1
67762,Trần Ngọc Yến,637,0,46,4,56844850,24000000,8,1,1,4,1,0,0,1,16,0,1,0.3571,0,1,1
5625,Bùi Thanh Thảo,750,0,25,5,19263111,47000000,8,0,0,2,5,1,35938510,0,72,0,0,0.1061,0,1,0
7990,Vũ Đức Trọng,715,1,88,0,307897200,100000000,5,4,1,1,8,0,0,3,33,0,1,0.1342,0,4,0
46031,Trần Xuân Trọng,743,1,46,0,178103980,125000000,1,1,1,2,8,0,0,3,36,2,1,0.1408,0,4,0
47163,Phạm Kim Huy,679,1,60,3,36284702,12000000,5,4,3,2,3,0,0,2,17,0,1,0.3195,0,2,0
73971,Dương Minh Khoa,717,1,73,1,90275014,28000000,5,4,1,1,3,0,0,1,14,0,1,0.2555,0,2,0
22701,Dương Anh Nhiên,712,1,65,3,31734254,12000000,5,3,2,2,3,0,0,2,17,0,1,0.3001,0,2,0
14663,Trần Thanh Minh,702,1,37,0,141893155,140000000,5,3,0,3,2,0,0,3,16,0,1,0.2186,0,4,0
18918,Phạm Anh Trung,695,1,45,3,20109552,29000000,7,3,1,2,5,0,0,1,25,0,1,0.2516,0,2,0
2742,Hoàng Minh Vũ,656,1,47,6,14951427,11000000,4,2,0,5,2,0,0,2,22,0,1,0.3677,0,2,0
41722,Trần Hoàng Dũng,750,1,35,3,4111042,31000000,5,0,1,2,1,0,0,1,10,0,1,0.3118,0,1,0
16631,Vũ Thu Vân,705,0,41,0,186290567,53000000,8,2,1,4,7,0,0,0,38,2,1,0.1528,0,4,0
6558,Trần Thị Vân,710,0,46,3,9283340,14000000,5,3,2,1,1,0,0,2,7,0,1,0.336,0,2,0
18484,Vũ Thị Lan,694,0,43,8,5991114,7000000,5,2,0,2,4,0,0,2,21,0,1,0.3237,0,2,0
29213,Bùi Kim Dũng,680,1,37,4,100151256,31000000,5,2,1,4,5,1,11128156,1,74,2,0,0.1383,0,1,0
9538,Dương Ngọc Vũ,678,1,53,4,20240001,29000000,7,1,1,1,3,0,0,1,14,0,1,0.2935,0,1,0
30275,Mai Đức Trọng,639,1,62,6,22574226,12000000,5,1,2,1,4,0,0,2,18,0,1,0.3527,0,1,1
37280,Dương Hữu Thảo,765,0,45,9,46630733,108000000,5,1,1,5,6,0,0,3,38,2,1,0.182,0,4,0
51677,Phạm Anh Quang,696,1,33,4,19691416,32000000,5,1,1,1,2,0,0,1,10,0,1,0.2824,0,1,0
18186,Đặng Thanh Ngọc,625,0,31,2,23492210,18000000,1,1,0,2,2,0,0,1,14,0,1,0.3793,0,1,0
18042,Vũ Gia Chi,687,0,44,5,37123247,48000000,4,3,0,2,5,1,53346484,0,76,1,0,0.1092,0,2,0
36860,Mai Hoàng Trọng,692,1,43,0,219144093,75000000,7,3,1,2,3,0,0,3,17,0,1,0.2088,0,4,0
1515,Mai Anh Trọng,696,1,52,4,78421079,32000000,5,2,1,4,3,0,0,1,23,0,1,0.2532,0,2,0
34941,Lê Hữu Khoa,707,1,59,1,85524333,33000000,5,1,2,2,2,1,12709490,1,57,2,0,0.1537,0,1,0
73175,Phạm Minh Linh,721,0,77,9,245432057,88000000,8,1,2,4,7,0,0,3,38,2,1,0.1494,0,4,0
43091,Mai Gia Trung,761,1,52,0,46289946,103000000,8,0,2,2,4,1,133813741,3,74,0,0,0.1021,0,3,0
10943,Phạm Thanh Lan,643,0,45,8,8196893,8000000,7,1,0,1,1,0,0,2,7,0,1,0.4065,1,1,1
34524,Dương Gia Nhiên,613,1,72,8,7882881,10000000,5,0,1,4,2,1,10872097,2,70,0,0,0.3154,0,1,0
30984,Đặng Gia Anh,737,1,59,7,4631962,14000000,5,0,3,2,3,0,0,2,17,0,1,0.3193,0,1,1
38206,Phạm Quang Hương,609,0,63,6,8452676,13000000,5,1,2,4,2,0,0,2,20,0,1,0.4176,1,1,1
30690,Bùi Kim Mai,630,0,32,3,53545708,13000000,7,3,1,2,1,0,0,1,10,0,1,0.3868,0,2,0
56039,Trần Quang Mai,624,0,66,6,20963379,12000000,5,2,1,4,3,0,0,2,23,0,1,0.3811,0,2,0
8988,Vũ Hoàng Hoàng,702,1,80,8,2189194,6000000,5,3,1,1,2,0,0,2,10,0,1,0.3569,0,2,0
73807,Phạm Ngọc Quang,577,1,73,1,64932286,23000000,5,3,0,4,3,0,0,1,23,0,1,0.3925,0,2,0
53191,Đặng Kim Yến,661,0,40,4,79789816,32000000,8,2,1,3,1,1,20836266,1,59,2,0,0.208,0,2,0
47511,Dương Minh Yến,695,0,62,8,9738659,7000000,5,3,0,1,2,0,0,2,10,0,1,0.3419,0,2,0
54824,Vũ Hữu Anh,741,1,47,4,7246466,17000000,5,1,1,2,3,1,6541979,1,61,2,0,0.2029,0,1,0
55119,Vũ Anh Hồng,723,0,26,7,26963772,14000000,5,3,1,2,4,0,0,2,21,0,1,0.2856,0,2,1
58224,Đặng Thu Vi,681,0,35,5,145266459,63000000,8,0,1,2,7,1,16719993,3,75,0,0,0.0698,0,1,0
66900,Mai Xuân Quang,593,1,48,8,4546247,7000000,1,2,3,2,2,0,0,2,14,0,1,0.4531,1,2,0
50758,Phạm Gia Khoa,656,1,74,2,7385701,6000000,3,1,1,2,3,0,0,2,17,0,1,0.3737,0,1,1
77956,Phạm Văn Quang,721,1,52,6,50252378,15000000,5,1,1,2,4,0,0,1,21,0,1,0.2761,0,1,0
5182,Mai Đức Hồng,800,0,53,3,159226895,39000000,5,4,1,3,2,0,0,0,16,0,1,0.2392,0,2,0
79278,Mai Minh Thành,786,1,48,9,96624497,90000000,4,2,2,5,5,0,0,3,34,0,1,0.1857,0,4,0
38550,Phạm Gia Nhiên,628,1,41,8,3637125,4000000,6,0,1,1,4,1,1735177,2,62,0,0,0.2968,0,1,1
4463,Hoàng Hoàng Lan,700,0,47,4,133032523,37000000,5,1,0,2,4,0,0,0,21,0,1,0.2203,0,1,0
43710,Mai Anh Dương,614,0,42,0,55902551,61000000,1,1,1,5,4,0,0,3,30,0,1,0.2908,0,1,0
6314,Dương Anh Dũng,679,1,53,2,29962837,22000000,5,1,1,2,3,0,0,1,17,0,1,0.3018,0,1,0
35462,Dương Kim Xuân,750,0,72,9,280035899,136000000,5,3,1,5,5,0,0,3,34,0,1,0.1729,0,4,0
74234,Lê Anh Xuân,665,0,50,9,149443476,56000000,5,1,0,2,1,0,0,0,10,0,1,0.2654,0,1,0
22034,Hoàng Hoàng Châu,739,1,41,5,20944387,29000000,7,3,1,2,3,0,0,1,17,0,1,0.2711,0,2,0
4292,Bùi Xuân Minh,645,1,54,6,19383488,17000000,5,2,1,3,3,1,32631189,1,75,2,0,0.2461,0,2,0
9846,Nguyễn Hoàng Vi,667,0,32,2,34248466,15000000,5,3,0,1,3,0,0,1,14,0,1,0.3262,0,2,0
70278,Bùi Gia Tú,686,1,46,6,8467188,10000000,4,1,1,4,7,1,18870118,2,93,2,0,0.1791,0,1,0
63671,Hoàng Trần Mai,753,0,54,0,104948221,121000000,5,4,1,3,8,0,0,3,39,2,1,0.1472,0,4,0
35205,Nguyễn Trần Dương,702,0,32,8,3113862,4000000,1,1,1,3,1,0,0,2,13,0,1,0.3691,0,1,1
25825,Trần Thanh Ánh,727,0,48,9,36458303,90000000,5,0,1,4,8,1,252632077,3,97,0,0,0.055,0,3,0
59741,Hoàng Trần Hồng,751,0,78,9,185385249,74000000,4,1,1,1,8,0,0,3,33,0,1,0.1403,0,4,0
50819,Phạm Trần Thảo,678,0,74,8,9666163,6000000,5,3,2,3,3,0,0,2,20,0,1,0.3485,0,2,0
44153,Đặng Ngọc Tú,565,1,38,6,16704066,11000000,5,2,1,2,2,0,0,2,14,0,1,0.4574,1,2,1
77815,Vũ Trần Nhiên,699,1,37,5,114346293,48000000,2,2,0,3,5,0,0,0,28,0,1,0.1887,0,2,0
31464,Phạm Minh Dương,637,0,46,4,27007934,13000000,6,3,1,1,5,0,0,2,22,0,1,0.3381,0,2,0
6149,Trần Hoàng Yến,605,0,44,6,2810096,8000000,4,1,1,4,2,0,0,2,20,0,1,0.4449,1,1,1
12165,Nguyễn Thanh Dương,660,0,58,6,4725381,10000000,5,2,1,1,8,0,0,2,33,0,1,0.3046,0,1,1
73051,Bùi Hoàng Duyên,642,0,39,6,4147111,8000000,8,2,1,2,2,0,0,2,14,0,1,0.4032,1,2,1
26331,Hoàng Thanh Vi,709,0,40,3,14395181,33000000,5,0,1,2,1,1,5943377,1,52,0,0,0.1877,0,1,0
70152,Bùi Ngọc Hưng,701,1,68,3,20721415,11000000,1,1,1,2,4,0,0,2,21,0,1,0.2948,0,1,1
37328,Trần Văn Xuân,763,0,43,9,164429163,121000000,6,3,1,2,3,0,0,3,17,0,1,0.2043,0,4,0
12693,Bùi Hữu Quang,651,1,61,2,4564575,5000000,7,0,1,1,3,0,0,2,14,0,1,0.3865,0,1,1
18935,Dương Gia Quang,689,1,53,5,93379210,48000000,5,4,2,2,6,0,0,0,28,0,1,0.1886,0,2,0
66896,Vũ Ngọc Trung,650,1,90,3,27733571,31000000,2,3,0,1,7,0,0,1,29,0,1,0.2637,0,2,0
18218,Phạm Trần Chi,730,0,35,2,6923998,10000000,5,3,1,3,1,0,0,2,13,0,1,0.3475,0,2,0
45546,Hoàng Đức Minh,747,1,78,9,37326281,84000000,7,1,0,4,7,0,0,3,38,2,1,0.1722,0,4,0
70723,Lê Văn Hồng,651,0,81,4,100446614,34000000,5,3,1,2,8,0,0,1,36,2,1,0.2287,0,2,0
61238,Dương Quang Châu,739,1,74,9,186505117,88000000,5,4,1,1,2,0,0,3,10,0,1,0.2153,0,4,0
19233,Lê Hoàng Châu,690,1,21,3,27025561,32000000,1,0,0,3,1,0,0,1,13,0,1,0.2971,0,1,0
4280,Phạm Đức Vân,725,0,47,5,28792078,38000000,5,0,1,2,5,1,40590573,0,75,0,0,0.1193,0,1,0
67431,Bùi Minh Ánh,704,0,29,5,36569400,52000000,2,2,1,2,5,0,0,0,25,0,1,0.1974,0,2,0
23920,Vũ Kim Lan,654,0,49,2,8832424,13000000,5,0,1,3,4,1,6967752,2,69,0,0,0.2421,0,1,0
73920,Lê Hoàng Vi,693,0,36,9,58431416,52000000,1,0,1,4,7,1,20963196,0,82,0,0,0.0688,0,1,0
43312,Phạm Đức Lan,622,0,31,4,18132670,27000000,4,2,0,2,8,0,0,1,36,2,1,0.2924,0,1,0
45303,Bùi Thị Lan,658,0,30,0,257256255,123000000,0,3,0,5,7,0,0,3,41,2,1,0.1909,0,4,0
50964,Vũ Ngọc Hồng,596,0,24,5,19805634,30000000,0,3,0,3,3,0,0,1,20,0,1,0.3738,0,2,0
